"","correlation","pvalue","tumor","stage","process"
"copi coated vesicle412","-0.446963562753036","0.00433621164880482","CESC","IB2","copi coated vesicle"
"vesicle tethering412","0.0854251012145749","0.605107708218664","CESC","IB2","vesicle tethering"
"intercellular transport412","0.545748987854251","0.000326361564231714","CESC","IB2","intercellular transport"
"regulation of vesicle fusion412","0.435627530364372","0.00557255355401787","CESC","IB2","regulation of vesicle fusion"
"coated vesicle510","0.503496503496504","0.0951573665941248","CESC","IVB","coated vesicle"
"endocytic vesicle510","0.811188811188811","0.00136331525272704","CESC","IVB","endocytic vesicle"
"phagocytic vesicle510","0.748251748251748","0.005124081698753","CESC","IVB","phagocytic vesicle"
"secretory vesicle510","0.797202797202797","0.00190036772552826","CESC","IVB","secretory vesicle"
"vesicle cytoskeletal trafficking510","0.72027972027972","0.00823976871233834","CESC","IVB","vesicle cytoskeletal trafficking"
"exocytosis510","0.727272727272727","0.00735502885780503","CESC","IVB","exocytosis"
"endocytosis510","0.755244755244755","0.00450843548429436","CESC","IVB","endocytosis"
"secretion510","0.748251748251748","0.005124081698753","CESC","IVB","secretion"
"intracellular transport510","0.559440559440559","0.0585894753885676","CESC","IVB","intracellular transport"
"intracellular protein transport510","0.559440559440559","0.0585894753885676","CESC","IVB","intracellular protein transport"
"transport along microtubule510","0.587412587412587","0.0446092964633631","CESC","IVB","transport along microtubule"
"vesicle lumen510","0.832167832167832","0.00078544167785366","CESC","IVB","vesicle lumen"
"vesicle membrane510","0.755244755244755","0.00450843548429436","CESC","IVB","vesicle membrane"
"vesicle organization510","0.79020979020979","0.00222313540999108","CESC","IVB","vesicle organization"
"vesicle targeting510","0.195804195804196","0.541935885731317","CESC","IVB","vesicle targeting"
"vesicle docking510","0.706293706293706","0.0102451939411279","CESC","IVB","vesicle docking"
"clathrin coated vesicle510","0.783216783216783","0.00258621483336263","CESC","IVB","clathrin coated vesicle"
"copi coated vesicle510","-0.664335664335664","0.0184527180284455","CESC","IVB","copi coated vesicle"
"vesicle tethering510","0.524475524475524","0.080019375920275","CESC","IVB","vesicle tethering"
"intercellular transport510","0.545454545454545","0.0666118822668891","CESC","IVB","intercellular transport"
"regulation of vesicle fusion510","0.804195804195804","0.00161476898606994","CESC","IVB","regulation of vesicle fusion"
"coated vesicle610","0.25","0.516489552301226","CESC","IVA","coated vesicle"
"endocytic vesicle610","0.35","0.355819572501789","CESC","IVA","endocytic vesicle"
"phagocytic vesicle610","0.35","0.355819572501789","CESC","IVA","phagocytic vesicle"
"secretory vesicle610","0.266666666666667","0.487922274838701","CESC","IVA","secretory vesicle"
"vesicle cytoskeletal trafficking610","0.0833333333333333","0.831214097710308","CESC","IVA","vesicle cytoskeletal trafficking"
"exocytosis610","0.333333333333333","0.380713181676863","CESC","IVA","exocytosis"
"endocytosis610","0.3","0.432845326709482","CESC","IVA","endocytosis"
"secretion610","0.35","0.355819572501789","CESC","IVA","secretion"
"intracellular transport610","-0.0166666666666667","0.966054803994686","CESC","IVA","intracellular transport"
"intracellular protein transport610","0.05","0.89835280435063","CESC","IVA","intracellular protein transport"
"transport along microtubule610","0.05","0.89835280435063","CESC","IVA","transport along microtubule"
"vesicle lumen610","0.4","0.286105101908313","CESC","IVA","vesicle lumen"
"vesicle membrane610","0.283333333333333","0.46003032896572","CESC","IVA","vesicle membrane"
"vesicle organization610","-0.133333333333333","0.732367505236297","CESC","IVA","vesicle organization"
"vesicle targeting610","-0.483333333333333","0.187469855215542","CESC","IVA","vesicle targeting"
"vesicle docking610","0.283333333333333","0.46003032896572","CESC","IVA","vesicle docking"
"clathrin coated vesicle610","0.216666666666667","0.575514895711926","CESC","IVA","clathrin coated vesicle"
"copi coated vesicle610","0.183333333333333","0.636819811762894","CESC","IVA","copi coated vesicle"
"vesicle tethering610","-0.2","0.605901274179553","CESC","IVA","vesicle tethering"
"intercellular transport610","-0.383333333333333","0.308495272380371","CESC","IVA","intercellular transport"
"regulation of vesicle fusion610","0.4","0.286105101908313","CESC","IVA","regulation of vesicle fusion"
"coated vesicle77","0.160520844731371","0.335685926247888","CESC","IB","coated vesicle"
"endocytic vesicle77","0.398840135682241","0.0131243648337063","CESC","IB","endocytic vesicle"
"phagocytic vesicle77","0.414596783017836","0.00965322022927273","CESC","IB","phagocytic vesicle"
"secretory vesicle77","0.326403326403326","0.0454976390436213","CESC","IB","secretory vesicle"
"vesicle cytoskeletal trafficking77","0.169055695371485","0.310275759245923","CESC","IB","vesicle cytoskeletal trafficking"
"exocytosis77","0.284166757850968","0.0837998558425621","CESC","IB","exocytosis"
"endocytosis77","0.446328920013131","0.00497261512379943","CESC","IB","endocytosis"
"secretion77","0.273005799321589","0.0972418368992038","CESC","IB","secretion"
"intracellular transport77","0.108217529270161","0.51781531165706","CESC","IB","intracellular transport"
"intracellular protein transport77","0.168399168399168","0.312186017115093","CESC","IB","intracellular protein transport"
"transport along microtubule77","-0.00733121785753365","0.965156671619801","CESC","IB","transport along microtubule"
"vesicle lumen77","0.313710471605208","0.055114572129962","CESC","IB","vesicle lumen"
"vesicle membrane77","0.318525002735529","0.051291930315025","CESC","IB","vesicle membrane"
"vesicle organization77","0.0907101433417223","0.58808424080523","CESC","IB","vesicle organization"
"vesicle targeting77","-0.081956450377503","0.624727670025406","CESC","IB","vesicle targeting"
"vesicle docking77","0.246963562753036","0.134968212580669","CESC","IB","vesicle docking"
"clathrin coated vesicle77","0.283510230878652","0.0845483563450198","CESC","IB","clathrin coated vesicle"
"copi coated vesicle77","-0.0473793631688369","0.777584582828455","CESC","IB","copi coated vesicle"
"vesicle tethering77","-0.119597330123646","0.474489870812068","CESC","IB","vesicle tethering"
"intercellular transport77","0.555531239741766","0.00029395346855976","CESC","IB","intercellular transport"
"regulation of vesicle fusion77","0.13491629281103","0.41932096331099","CESC","IB","regulation of vesicle fusion"
"coated vesicle86","0.3","0.623837664781073","CESC","I","coated vesicle"
"endocytic vesicle86","0.5","0.39100221895577","CESC","I","endocytic vesicle"
"phagocytic vesicle86","0.5","0.39100221895577","CESC","I","phagocytic vesicle"
"secretory vesicle86","0.9","0.0373860734684985","CESC","I","secretory vesicle"
"vesicle cytoskeletal trafficking86","-0.6","0.284756979865294","CESC","I","vesicle cytoskeletal trafficking"
"exocytosis86","0.1","0.872888571569538","CESC","I","exocytosis"
"endocytosis86","0.6","0.284756979865294","CESC","I","endocytosis"
"secretion86","0.1","0.872888571569538","CESC","I","secretion"
"intracellular transport86","-0.5","0.39100221895577","CESC","I","intracellular transport"
"intracellular protein transport86","-0.5","0.39100221895577","CESC","I","intracellular protein transport"
"transport along microtubule86","-0.5","0.39100221895577","CESC","I","transport along microtubule"
"vesicle lumen86","0.8","0.104088038661828","CESC","I","vesicle lumen"
"vesicle membrane86","0.6","0.284756979865294","CESC","I","vesicle membrane"
"vesicle organization86","-0.5","0.39100221895577","CESC","I","vesicle organization"
"vesicle targeting86","-0.1","0.872888571569538","CESC","I","vesicle targeting"
"vesicle docking86","0.5","0.39100221895577","CESC","I","vesicle docking"
"clathrin coated vesicle86","0.1","0.872888571569538","CESC","I","clathrin coated vesicle"
"copi coated vesicle86","0.3","0.623837664781073","CESC","I","copi coated vesicle"
"vesicle tethering86","-0.2","0.747060078104662","CESC","I","vesicle tethering"
"intercellular transport86","0.7","0.188120404374187","CESC","I","intercellular transport"
"regulation of vesicle fusion86","-0.6","0.284756979865294","CESC","I","regulation of vesicle fusion"
"coated vesicle94","0.9","0.0373860734684985","CESC","II","coated vesicle"
"endocytic vesicle94","0.8","0.104088038661828","CESC","II","endocytic vesicle"
"phagocytic vesicle94","0.8","0.104088038661828","CESC","II","phagocytic vesicle"
"secretory vesicle94","0.5","0.39100221895577","CESC","II","secretory vesicle"
"vesicle cytoskeletal trafficking94","0","1","CESC","II","vesicle cytoskeletal trafficking"
"exocytosis94","0.8","0.104088038661828","CESC","II","exocytosis"
"endocytosis94","0.8","0.104088038661828","CESC","II","endocytosis"
"secretion94","0.9","0.0373860734684985","CESC","II","secretion"
"intracellular transport94","1","0","CESC","II","intracellular transport"
"intracellular protein transport94","1","0","CESC","II","intracellular protein transport"
"transport along microtubule94","1","0","CESC","II","transport along microtubule"
"vesicle lumen94","0.8","0.104088038661828","CESC","II","vesicle lumen"
"vesicle membrane94","0.8","0.104088038661828","CESC","II","vesicle membrane"
"vesicle organization94","0.7","0.188120404374187","CESC","II","vesicle organization"
"vesicle targeting94","0.7","0.188120404374187","CESC","II","vesicle targeting"
"vesicle docking94","0.3","0.623837664781073","CESC","II","vesicle docking"
"clathrin coated vesicle94","0.9","0.0373860734684985","CESC","II","clathrin coated vesicle"
"copi coated vesicle94","0.7","0.188120404374187","CESC","II","copi coated vesicle"
"vesicle tethering94","0.1","0.872888571569538","CESC","II","vesicle tethering"
"intercellular transport94","0.4","0.504631575468691","CESC","II","intercellular transport"
"regulation of vesicle fusion94","0.4","0.504631575468691","CESC","II","regulation of vesicle fusion"
"coated vesicle102","0.333333333333333","0.380713181676863","CESC","IIA","coated vesicle"
"endocytic vesicle102","0.516666666666667","0.154390120986225","CESC","IIA","endocytic vesicle"
"phagocytic vesicle102","0.466666666666667","0.205386351105812","CESC","IIA","phagocytic vesicle"
"secretory vesicle102","0.166666666666667","0.668231040071504","CESC","IIA","secretory vesicle"
"vesicle cytoskeletal trafficking102","0.55","0.124976784188332","CESC","IIA","vesicle cytoskeletal trafficking"
"exocytosis102","0.433333333333333","0.243952435880052","CESC","IIA","exocytosis"
"endocytosis102","0.333333333333333","0.380713181676863","CESC","IIA","endocytosis"
"secretion102","0.283333333333333","0.46003032896572","CESC","IIA","secretion"
"intracellular transport102","0.6","0.0876228290414023","CESC","IIA","intracellular transport"
"intracellular protein transport102","0.466666666666667","0.205386351105812","CESC","IIA","intracellular protein transport"
"transport along microtubule102","0.516666666666667","0.154390120986225","CESC","IIA","transport along microtubule"
"vesicle lumen102","0.383333333333333","0.308495272380371","CESC","IIA","vesicle lumen"
"vesicle membrane102","0.533333333333333","0.139226867543978","CESC","IIA","vesicle membrane"
"vesicle organization102","0.15","0.700094230969142","CESC","IIA","vesicle organization"
"vesicle targeting102","0.233333333333333","0.545698778218273","CESC","IIA","vesicle targeting"
"vesicle docking102","0.7","0.0357695749702618","CESC","IIA","vesicle docking"
"clathrin coated vesicle102","0.65","0.0580730580171487","CESC","IIA","clathrin coated vesicle"
"copi coated vesicle102","-0.45","0.224216107492337","CESC","IIA","copi coated vesicle"
"vesicle tethering102","0.183333333333333","0.636819811762894","CESC","IIA","vesicle tethering"
"intercellular transport102","0.6","0.0876228290414023","CESC","IIA","intercellular transport"
"regulation of vesicle fusion102","0.183333333333333","0.636819811762894","CESC","IIA","regulation of vesicle fusion"
"coated vesicle1110","0.4","0.504631575468691","CESC","IIA1","coated vesicle"
"endocytic vesicle1110","0.7","0.188120404374187","CESC","IIA1","endocytic vesicle"
"phagocytic vesicle1110","0.2","0.747060078104662","CESC","IIA1","phagocytic vesicle"
"secretory vesicle1110","0.4","0.504631575468691","CESC","IIA1","secretory vesicle"
"vesicle cytoskeletal trafficking1110","-0.2","0.747060078104662","CESC","IIA1","vesicle cytoskeletal trafficking"
"exocytosis1110","-0.2","0.747060078104662","CESC","IIA1","exocytosis"
"endocytosis1110","0.4","0.504631575468691","CESC","IIA1","endocytosis"
"secretion1110","0.3","0.623837664781073","CESC","IIA1","secretion"
"intracellular transport1110","-0.8","0.104088038661828","CESC","IIA1","intracellular transport"
"intracellular protein transport1110","-0.5","0.39100221895577","CESC","IIA1","intracellular protein transport"
"transport along microtubule1110","-0.9","0.0373860734684985","CESC","IIA1","transport along microtubule"
"vesicle lumen1110","0.4","0.504631575468691","CESC","IIA1","vesicle lumen"
"vesicle membrane1110","0.4","0.504631575468691","CESC","IIA1","vesicle membrane"
"vesicle organization1110","0","1","CESC","IIA1","vesicle organization"
"vesicle targeting1110","-0.9","0.0373860734684985","CESC","IIA1","vesicle targeting"
"vesicle docking1110","0.4","0.504631575468691","CESC","IIA1","vesicle docking"
"clathrin coated vesicle1110","0","1","CESC","IIA1","clathrin coated vesicle"
"copi coated vesicle1110","0.3","0.623837664781073","CESC","IIA1","copi coated vesicle"
"vesicle tethering1110","-0.7","0.188120404374187","CESC","IIA1","vesicle tethering"
"intercellular transport1110","0.7","0.188120404374187","CESC","IIA1","intercellular transport"
"regulation of vesicle fusion1110","0.3","0.623837664781073","CESC","IIA1","regulation of vesicle fusion"
